Name,Parameter_ID,Value
Butler English,122,?
Sri Lankan English,122,D
Hong Kong English,122,?
Colloquial Singapore English (Singlish),122,D
Malaysian English,122,D
Australian English,122,B
Australian Vernacular English,122,C
Aboriginal English,122,D
Roper River Creole (Kriol),122,D
Torres Strait Creole,122,D
New Zealand English,122,B
Norfolk Island/ Pitcairn English,122,C
Palmerston English,122,?
Acrolectal Fiji English,122,C
Pure Fiji English (basilectal FijiE),122,?
Bislama,122,B
Tok Pisin,122,X
Hawaiʼi Creole,122,D
Falkland Islands English,122,D
St. Helena English,122,D
Tristan da Cunha English,122,D
Philippine English,122,D
Cape Flats English,122,D
Orkney and Shetland English,123,D
Scottish English,123,D
Irish English,123,B
Manx English,123,D
Welsh English,123,D
English dialects in the North of England,123,D
English dialects in the Southwest of England,123,?
East Anglian English,123,D
English dialects in the Southeast of England,123,D
Channel Islands English,123,D
British Creole,123,D
Maltese English,123,?
Newfoundland English,123,?
Colloquial American English,123,?
Urban African American Vernacular English,123,C
Rural African American Vernacular English,123,C
Earlier African American Vernacular English,123,?
Ozark English,123,D
Appalachian English,123,D
Southeast American enclave dialects,123,C
Gullah,123,B
Chicano English,123,?
Bahamian English,123,D
Bahamian Creole,123,C
Barbadian Creole (Bajan),123,X
Jamaican English,123,?
Jamaican Creole,123,X
San Andrés Creole,123,D
Belizean Creole,123,?
Guyanese Creole (Creolese),123,B
Eastern Maroon Creole,123,X
Saramaccan,123,X
Sranan,123,D
Trinidadian Creole,123,B
Vincentian Creole,123,D
Krio (Sierra Leone Creole),123,D
Liberian Settler English,123,B
Vernacular Liberian English,123,B
Ghanaian English,123,C
Ghanaian Pidgin,123,X
Nigerian English,123,D
Nigerian Pidgin,123,X
Cameroon English,123,C
Cameroon Pidgin,123,X
Tanzanian English,123,C
Kenyan English,123,C
Ugandan English,123,B
White Zimbabwean English,123,?
Black South African English,123,B
Indian South African English,123,B
White South African English,123,D
Indian English,123,C
Pakistani English,123,B
Butler English,123,C
Sri Lankan English,123,B
Hong Kong English,123,A
Colloquial Singapore English (Singlish),123,B
Malaysian English,123,D
Australian English,123,D
Australian Vernacular English,123,?
Aboriginal English,123,?
Roper River Creole (Kriol),123,D
Torres Strait Creole,123,D
New Zealand English,123,B
Norfolk Island/ Pitcairn English,123,?
Palmerston English,123,C
Acrolectal Fiji English,123,C
Pure Fiji English (basilectal FijiE),123,D
Bislama,123,X
Tok Pisin,123,X
Hawaiʼi Creole,123,B
Falkland Islands English,123,D
St. Helena English,123,B
Tristan da Cunha English,123,?
Philippine English,123,C
Cape Flats English,123,B
Orkney and Shetland English,124,D
Scottish English,124,A
Irish English,124,B
Manx English,124,D
Welsh English,124,D
English dialects in the North of England,124,A
English dialects in the Southwest of England,124,?
East Anglian English,124,D
English dialects in the Southeast of England,124,D
Channel Islands English,124,D
British Creole,124,D
Maltese English,124,D
Newfoundland English,124,D
Colloquial American English,124,A
Urban African American Vernacular English,124,D
Rural African American Vernacular English,124,D
Earlier African American Vernacular English,124,D
Ozark English,124,D
Appalachian English,124,B
Southeast American enclave dialects,124,D
Gullah,124,D
Chicano English,124,D
Bahamian English,124,D
Bahamian Creole,124,D
Barbadian Creole (Bajan),124,D
Jamaican English,124,D
Jamaican Creole,124,X
San Andrés Creole,124,A
Belizean Creole,124,D
Guyanese Creole (Creolese),124,D
Eastern Maroon Creole,124,X
Saramaccan,124,X
Sranan,124,D
Trinidadian Creole,124,D
Vincentian Creole,124,D
Krio (Sierra Leone Creole),124,D
Liberian Settler English,124,D
Vernacular Liberian English,124,D
Ghanaian English,124,D
Ghanaian Pidgin,124,X
Nigerian English,124,D
Nigerian Pidgin,124,X
Cameroon English,124,D
Cameroon Pidgin,124,D
Tanzanian English,124,X
Kenyan English,124,D
Ugandan English,124,D
White Zimbabwean English,124,D
Black South African English,124,D
Indian South African English,124,D
White South African English,124,D
Indian English,124,D
Pakistani English,124,D
Butler English,124,X
Sri Lankan English,124,D
Hong Kong English,124,B
Colloquial Singapore English (Singlish),124,D
Malaysian English,124,D
Australian English,124,X
Australian Vernacular English,124,X
Aboriginal English,124,D
Roper River Creole (Kriol),124,D
Torres Strait Creole,124,D
New Zealand English,124,B
Norfolk Island/ Pitcairn English,124,D
Palmerston English,124,?
Acrolectal Fiji English,124,D
Pure Fiji English (basilectal FijiE),124,D
Bislama,124,X
Tok Pisin,124,X
Hawaiʼi Creole,124,D
Falkland Islands English,124,D
St. Helena English,124,D
Tristan da Cunha English,124,D
Philippine English,124,D
Cape Flats English,124,D
Orkney and Shetland English,125,D
Scottish English,125,D
Irish English,125,D
Manx English,125,D
Welsh English,125,D
English dialects in the North of England,125,D
English dialects in the Southwest of England,125,D
East Anglian English,125,D
English dialects in the Southeast of England,125,D
Channel Islands English,125,D
British Creole,125,D
Maltese English,125,D
Newfoundland English,125,B
Colloquial American English,125,B
Urban African American Vernacular English,125,C
Rural African American Vernacular English,125,B
Earlier African American Vernacular English,125,D
Ozark English,125,A
Appalachian English,125,A
Southeast American enclave dialects,125,B
Gullah,125,B
Chicano English,125,X
Bahamian English,125,D
Bahamian Creole,125,B
Barbadian Creole (Bajan),125,B
Jamaican English,125,D
Jamaican Creole,125,B
San Andrés Creole,125,D
Belizean Creole,125,D
Guyanese Creole (Creolese),125,D
Eastern Maroon Creole,125,X
Saramaccan,125,A
Sranan,125,D
Trinidadian Creole,125,B
Vincentian Creole,125,D
Krio (Sierra Leone Creole),125,X
Liberian Settler English,125,A
Vernacular Liberian English,125,?
Ghanaian English,125,D
Ghanaian Pidgin,125,X
Nigerian English,125,D
Nigerian Pidgin,125,X
Cameroon English,125,D
Cameroon Pidgin,125,X
Tanzanian English,125,X
Kenyan English,125,X
Ugandan English,125,D
White Zimbabwean English,125,D
Black South African English,125,D
Indian South African English,125,D
White South African English,125,D
Indian English,125,D
Pakistani English,125,D
Butler English,125,X
Sri Lankan English,125,D
Hong Kong English,125,D
Colloquial Singapore English (Singlish),125,D
Malaysian English,125,D
Australian English,125,D
Australian Vernacular English,125,X
Aboriginal English,125,D
Roper River Creole (Kriol),125,?
Torres Strait Creole,125,A
New Zealand English,125,D
Norfolk Island/ Pitcairn English,125,?
Palmerston English,125,A
Acrolectal Fiji English,125,D
Pure Fiji English (basilectal FijiE),125,D
Bislama,125,X
Tok Pisin,125,X
Hawaiʼi Creole,125,A
Falkland Islands English,125,D
St. Helena English,125,C
Tristan da Cunha English,125,D
Philippine English,125,X
Cape Flats English,125,D
Orkney and Shetland English,126,D
Scottish English,126,D
Irish English,126,D
Manx English,126,D
Welsh English,126,D
English dialects in the North of England,126,D
English dialects in the Southwest of England,126,D
East Anglian English,126,D
English dialects in the Southeast of England,126,D
Channel Islands English,126,D
British Creole,126,D
Maltese English,126,D
Newfoundland English,126,A
Colloquial American English,126,B
Urban African American Vernacular English,126,A
Rural African American Vernacular English,126,A
Earlier African American Vernacular English,126,C
Ozark English,126,A
Appalachian English,126,A
Southeast American enclave dialects,126,B
Gullah,126,?
Chicano English,126,B
Bahamian English,126,B
Bahamian Creole,126,B
Barbadian Creole (Bajan),126,A
Jamaican English,126,C
Jamaican Creole,126,B
San Andrés Creole,126,D
Belizean Creole,126,D
Guyanese Creole (Creolese),126,A
Eastern Maroon Creole,126,X
Saramaccan,126,D
Sranan,126,D
Trinidadian Creole,126,B
Vincentian Creole,126,D
Krio (Sierra Leone Creole),126,X
Liberian Settler English,126,A
Vernacular Liberian English,126,C
Ghanaian English,126,D
Ghanaian Pidgin,126,X
Nigerian English,126,D
Nigerian Pidgin,126,X
Cameroon English,126,D
Cameroon Pidgin,126,X
Tanzanian English,126,X
Kenyan English,126,X
Ugandan English,126,D
White Zimbabwean English,126,C
Black South African English,126,D
Indian South African English,126,D
White South African English,126,D
Indian English,126,D
Pakistani English,126,D
Butler English,126,X
Sri Lankan English,126,D
Hong Kong English,126,D
Colloquial Singapore English (Singlish),126,D
Malaysian English,126,D
Australian English,126,?
Australian Vernacular English,126,C
Aboriginal English,126,D
Roper River Creole (Kriol),126,D
Torres Strait Creole,126,D
New Zealand English,126,D
Norfolk Island/ Pitcairn English,126,?
Palmerston English,126,?
Acrolectal Fiji English,126,D
Pure Fiji English (basilectal FijiE),126,D
Bislama,126,X
Tok Pisin,126,X
Hawaiʼi Creole,126,A
Falkland Islands English,126,D
St. Helena English,126,C
Tristan da Cunha English,126,D
Philippine English,126,X
Cape Flats English,126,D
Orkney and Shetland English,127,D
Scottish English,127,D
Irish English,127,D
Manx English,127,D
Welsh English,127,D
English dialects in the North of England,127,D
English dialects in the Southwest of England,127,?
East Anglian English,127,D
English dialects in the Southeast of England,127,D
Channel Islands English,127,D
British Creole,127,D
Maltese English,127,D
Newfoundland English,127,?
Colloquial American English,127,X
Urban African American Vernacular English,127,D
Rural African American Vernacular English,127,C
Earlier African American Vernacular English,127,?
Ozark English,127,D
Appalachian English,127,?
Southeast American enclave dialects,127,C
Gullah,127,D
Chicano English,127,?
Bahamian English,127,D
Bahamian Creole,127,D
Barbadian Creole (Bajan),127,D
Jamaican English,127,C
Jamaican Creole,127,X
San Andrés Creole,127,D
Belizean Creole,127,?
Guyanese Creole (Creolese),127,D
Eastern Maroon Creole,127,A
Saramaccan,127,D
Sranan,127,D
Trinidadian Creole,127,B
Vincentian Creole,127,D
Krio (Sierra Leone Creole),127,D
Liberian Settler English,127,D
Vernacular Liberian English,127,B
Ghanaian English,127,D
Ghanaian Pidgin,127,X
Nigerian English,127,?
Nigerian Pidgin,127,D
Cameroon English,127,D
Cameroon Pidgin,127,D
Tanzanian English,127,X
Kenyan English,127,?
Ugandan English,127,B
White Zimbabwean English,127,B
Black South African English,127,A
Indian South African English,127,B
White South African English,127,B
Indian English,127,B
Pakistani English,127,B
Butler English,127,C
Sri Lankan English,127,C
Hong Kong English,127,A
Colloquial Singapore English (Singlish),127,B
Malaysian English,127,X
Australian English,127,?
Australian Vernacular English,127,X
Aboriginal English,127,D
Roper River Creole (Kriol),127,D
Torres Strait Creole,127,D
New Zealand English,127,D
Norfolk Island/ Pitcairn English,127,?
Palmerston English,127,?
Acrolectal Fiji English,127,?
Pure Fiji English (basilectal FijiE),127,D
Bislama,127,X
Tok Pisin,127,X
Hawaiʼi Creole,127,D
Falkland Islands English,127,D
St. Helena English,127,D
Tristan da Cunha English,127,D
Philippine English,127,B
Cape Flats English,127,C
Orkney and Shetland English,128,B
Scottish English,128,B
Irish English,128,D
Manx English,128,C
Welsh English,128,B
English dialects in the North of England,128,B
English dialects in the Southwest of England,128,B
East Anglian English,128,A
English dialects in the Southeast of England,128,C
Channel Islands English,128,C
British Creole,128,D
Maltese English,128,C
Newfoundland English,128,A
Colloquial American English,128,B
Urban African American Vernacular English,128,B
Rural African American Vernacular English,128,B
Earlier African American Vernacular English,128,B
Ozark English,128,B
Appalachian English,128,B
Southeast American enclave dialects,128,B
Gullah,128,X
Chicano English,128,B
Bahamian English,128,A
Bahamian Creole,128,C
Barbadian Creole (Bajan),128,X
Jamaican English,128,C
Jamaican Creole,128,C
San Andrés Creole,128,D
Belizean Creole,128,D
Guyanese Creole (Creolese),128,X
Eastern Maroon Creole,128,X
Saramaccan,128,X
Sranan,128,D
Trinidadian Creole,128,B
Vincentian Creole,128,D
Krio (Sierra Leone Creole),128,X
Liberian Settler English,128,C
Vernacular Liberian English,128,D
Ghanaian English,128,C
Ghanaian Pidgin,128,X
Nigerian English,128,B
Nigerian Pidgin,128,X
Cameroon English,128,C
Cameroon Pidgin,128,X
Tanzanian English,128,D
Kenyan English,128,C
Ugandan English,128,C
White Zimbabwean English,128,D
Black South African English,128,C
Indian South African English,128,C
White South African English,128,D
Indian English,128,C
Pakistani English,128,D
Butler English,128,B
Sri Lankan English,128,D
Hong Kong English,128,A
Colloquial Singapore English (Singlish),128,B
Malaysian English,128,A
Australian English,128,?
Australian Vernacular English,128,B
Aboriginal English,128,A
Roper River Creole (Kriol),128,X
Torres Strait Creole,128,X
New Zealand English,128,C
Norfolk Island/ Pitcairn English,128,X
Palmerston English,128,A
Acrolectal Fiji English,128,C
Pure Fiji English (basilectal FijiE),128,B
Bislama,128,X
Tok Pisin,128,X
Hawaiʼi Creole,128,X
Falkland Islands English,128,C
St. Helena English,128,C
Tristan da Cunha English,128,C
Philippine English,128,B
Cape Flats English,128,D
Orkney and Shetland English,129,B
Scottish English,129,B
Irish English,129,B
Manx English,129,B
Welsh English,129,B
English dialects in the North of England,129,B
English dialects in the Southwest of England,129,?
East Anglian English,129,A
English dialects in the Southeast of England,129,B
Channel Islands English,129,C
British Creole,129,B
Maltese English,129,?
Newfoundland English,129,A
Colloquial American English,129,B
Urban African American Vernacular English,129,B
Rural African American Vernacular English,129,B
Earlier African American Vernacular English,129,B
Ozark English,129,A
Appalachian English,129,A
Southeast American enclave dialects,129,A
Gullah,129,X
Chicano English,129,?
Bahamian English,129,A
Bahamian Creole,129,A
Barbadian Creole (Bajan),129,?
Jamaican English,129,C
Jamaican Creole,129,A
San Andrés Creole,129,D
Belizean Creole,129,A
Guyanese Creole (Creolese),129,D
Eastern Maroon Creole,129,X
Saramaccan,129,A
Sranan,129,D
Trinidadian Creole,129,A
Vincentian Creole,129,X
Krio (Sierra Leone Creole),129,A
Liberian Settler English,129,C
Vernacular Liberian English,129,C
Ghanaian English,129,D
Ghanaian Pidgin,129,A
Nigerian English,129,D
Nigerian Pidgin,129,A
Cameroon English,129,C
Cameroon Pidgin,129,A
Tanzanian English,129,C
Kenyan English,129,?
Ugandan English,129,C
White Zimbabwean English,129,D
Black South African English,129,C
Indian South African English,129,C
White South African English,129,D
Indian English,129,C
Pakistani English,129,D
Butler English,129,?
Sri Lankan English,129,D
Hong Kong English,129,?
Colloquial Singapore English (Singlish),129,B
Malaysian English,129,B
Australian English,129,B
Australian Vernacular English,129,A
Aboriginal English,129,A
Roper River Creole (Kriol),129,X
Torres Strait Creole,129,X
New Zealand English,129,A
Norfolk Island/ Pitcairn English,129,A
Palmerston English,129,A
Acrolectal Fiji English,129,C
Pure Fiji English (basilectal FijiE),129,?
Bislama,129,X
Tok Pisin,129,X
Hawaiʼi Creole,129,X
Falkland Islands English,129,C
St. Helena English,129,A
Tristan da Cunha English,129,A
Philippine English,129,D
Cape Flats English,129,D
Orkney and Shetland English,130,D
Scottish English,130,B
Irish English,130,B
Manx English,130,B
Welsh English,130,B
English dialects in the North of England,130,B
English dialects in the Southwest of England,130,B
East Anglian English,130,A
English dialects in the Southeast of England,130,C
Channel Islands English,130,D
British Creole,130,D
Maltese English,130,?
Newfoundland English,130,A
Colloquial American English,130,B
Urban African American Vernacular English,130,A
Rural African American Vernacular English,130,A
Earlier African American Vernacular English,130,C
Ozark English,130,A
Appalachian English,130,B
Southeast American enclave dialects,130,A
Gullah,130,X
Chicano English,130,B
Bahamian English,130,A
Bahamian Creole,130,D
Barbadian Creole (Bajan),130,X
Jamaican English,130,C
Jamaican Creole,130,A
San Andrés Creole,130,D
Belizean Creole,130,D
Guyanese Creole (Creolese),130,D
Eastern Maroon Creole,130,X
Saramaccan,130,X
Sranan,130,D
Trinidadian Creole,130,B
Vincentian Creole,130,X
Krio (Sierra Leone Creole),130,X
Liberian Settler English,130,C
Vernacular Liberian English,130,C
Ghanaian English,130,D
Ghanaian Pidgin,130,X
Nigerian English,130,B
Nigerian Pidgin,130,X
Cameroon English,130,D
Cameroon Pidgin,130,X
Tanzanian English,130,X
Kenyan English,130,C
Ugandan English,130,C
White Zimbabwean English,130,D
Black South African English,130,C
Indian South African English,130,C
White South African English,130,D
Indian English,130,C
Pakistani English,130,D
Butler English,130,B
Sri Lankan English,130,D
Hong Kong English,130,C
Colloquial Singapore English (Singlish),130,D
Malaysian English,130,A
Australian English,130,B
Australian Vernacular English,130,B
Aboriginal English,130,B
Roper River Creole (Kriol),130,X
Torres Strait Creole,130,D
New Zealand English,130,D
Norfolk Island/ Pitcairn English,130,X
Palmerston English,130,?
Acrolectal Fiji English,130,?
Pure Fiji English (basilectal FijiE),130,D
Bislama,130,X
Tok Pisin,130,X
Hawaiʼi Creole,130,X
Falkland Islands English,130,C
St. Helena English,130,B
Tristan da Cunha English,130,B
Philippine English,130,A
Cape Flats English,130,D
Orkney and Shetland English,131,D
Scottish English,131,B
Irish English,131,D
Manx English,131,D
Welsh English,131,B
English dialects in the North of England,131,B
English dialects in the Southwest of England,131,B
East Anglian English,131,A
English dialects in the Southeast of England,131,B
Channel Islands English,131,C
British Creole,131,B
Maltese English,131,?
Newfoundland English,131,A
Colloquial American English,131,B
Urban African American Vernacular English,131,B
Rural African American Vernacular English,131,B
Earlier African American Vernacular English,131,B
Ozark English,131,B
Appalachian English,131,C
Southeast American enclave dialects,131,B
Gullah,131,X
Chicano English,131,?
Bahamian English,131,A
Bahamian Creole,131,C
Barbadian Creole (Bajan),131,X
Jamaican English,131,C
Jamaican Creole,131,A
San Andrés Creole,131,X
Belizean Creole,131,?
Guyanese Creole (Creolese),131,A
Eastern Maroon Creole,131,X
Saramaccan,131,X
Sranan,131,D
Trinidadian Creole,131,C
Vincentian Creole,131,C
Krio (Sierra Leone Creole),131,X
Liberian Settler English,131,C
Vernacular Liberian English,131,B
Ghanaian English,131,D
Ghanaian Pidgin,131,X
Nigerian English,131,D
Nigerian Pidgin,131,X
Cameroon English,131,C
Cameroon Pidgin,131,X
Tanzanian English,131,X
Kenyan English,131,?
Ugandan English,131,C
White Zimbabwean English,131,D
Black South African English,131,C
Indian South African English,131,B
White South African English,131,D
Indian English,131,C
Pakistani English,131,D
Butler English,131,C
Sri Lankan English,131,D
Hong Kong English,131,?
Colloquial Singapore English (Singlish),131,D
Malaysian English,131,D
Australian English,131,A
Australian Vernacular English,131,B
Aboriginal English,131,A
Roper River Creole (Kriol),131,X
Torres Strait Creole,131,X
New Zealand English,131,A
Norfolk Island/ Pitcairn English,131,B
Palmerston English,131,A
Acrolectal Fiji English,131,?
Pure Fiji English (basilectal FijiE),131,A
Bislama,131,X
Tok Pisin,131,X
Hawaiʼi Creole,131,D
Falkland Islands English,131,C
St. Helena English,131,C
Tristan da Cunha English,131,B
Philippine English,131,D
Cape Flats English,131,B
Orkney and Shetland English,132,D
Scottish English,132,D
Irish English,132,D
Manx English,132,D
Welsh English,132,C
English dialects in the North of England,132,D
English dialects in the Southwest of England,132,?
East Anglian English,132,D
English dialects in the Southeast of England,132,D
Channel Islands English,132,D
British Creole,132,B
Maltese English,132,C
Newfoundland English,132,?
Colloquial American English,132,B
Urban African American Vernacular English,132,B
Rural African American Vernacular English,132,B
Earlier African American Vernacular English,132,B
Ozark English,132,?
Appalachian English,132,D
Southeast American enclave dialects,132,C
Gullah,132,X
Chicano English,132,C
Bahamian English,132,A
Bahamian Creole,132,A
Barbadian Creole (Bajan),132,A
Jamaican English,132,B
Jamaican Creole,132,A
San Andrés Creole,132,A
Belizean Creole,132,A
Guyanese Creole (Creolese),132,A
Eastern Maroon Creole,132,X
Saramaccan,132,D
Sranan,132,D
Trinidadian Creole,132,A
Vincentian Creole,132,A
Krio (Sierra Leone Creole),132,B
Liberian Settler English,132,B
Vernacular Liberian English,132,B
Ghanaian English,132,C
Ghanaian Pidgin,132,A
Nigerian English,132,D
Nigerian Pidgin,132,A
Cameroon English,132,B
Cameroon Pidgin,132,A
Tanzanian English,132,X
Kenyan English,132,D
Ugandan English,132,D
White Zimbabwean English,132,D
Black South African English,132,C
Indian South African English,132,D
White South African English,132,D
Indian English,132,C
Pakistani English,132,D
Butler English,132,C
Sri Lankan English,132,D
Hong Kong English,132,A
Colloquial Singapore English (Singlish),132,A
Malaysian English,132,A
Australian English,132,X
Australian Vernacular English,132,X
Aboriginal English,132,A
Roper River Creole (Kriol),132,A
Torres Strait Creole,132,A
New Zealand English,132,D
Norfolk Island/ Pitcairn English,132,A
Palmerston English,132,A
Acrolectal Fiji English,132,C
Pure Fiji English (basilectal FijiE),132,A
Bislama,132,A
Tok Pisin,132,X
Hawaiʼi Creole,132,A
Falkland Islands English,132,D
St. Helena English,132,A
Tristan da Cunha English,132,A
Philippine English,132,C
Cape Flats English,132,D
Orkney and Shetland English,133,D
Scottish English,133,D
Irish English,133,D
Manx English,133,D
Welsh English,133,C
English dialects in the North of England,133,D
English dialects in the Southwest of England,133,D
East Anglian English,133,D
English dialects in the Southeast of England,133,C
Channel Islands English,133,D
British Creole,133,D
Maltese English,133,C
Newfoundland English,133,C
Colloquial American English,133,D
Urban African American Vernacular English,133,D
Rural African American Vernacular English,133,C
Earlier African American Vernacular English,133,C
Ozark English,133,?
Appalachian English,133,D
Southeast American enclave dialects,133,D
Gullah,133,X
Chicano English,133,?
Bahamian English,133,D
Bahamian Creole,133,D
Barbadian Creole (Bajan),133,X
Jamaican English,133,D
Jamaican Creole,133,D
San Andrés Creole,133,D
Belizean Creole,133,D
Guyanese Creole (Creolese),133,D
Eastern Maroon Creole,133,X
Saramaccan,133,D
Sranan,133,D
Trinidadian Creole,133,C
Vincentian Creole,133,X
Krio (Sierra Leone Creole),133,D
Liberian Settler English,133,D
Vernacular Liberian English,133,C
Ghanaian English,133,C
Ghanaian Pidgin,133,X
Nigerian English,133,D
Nigerian Pidgin,133,D
Cameroon English,133,C
Cameroon Pidgin,133,X
Tanzanian English,133,D
Kenyan English,133,D
Ugandan English,133,D
White Zimbabwean English,133,D
Black South African English,133,C
Indian South African English,133,D
White South African English,133,D
Indian English,133,C
Pakistani English,133,C
Butler English,133,C
Sri Lankan English,133,D
Hong Kong English,133,B
Colloquial Singapore English (Singlish),133,D
Malaysian English,133,B
Australian English,133,D
Australian Vernacular English,133,X
Aboriginal English,133,B
Roper River Creole (Kriol),133,D
Torres Strait Creole,133,D
New Zealand English,133,D
Norfolk Island/ Pitcairn English,133,D
Palmerston English,133,C
Acrolectal Fiji English,133,C
Pure Fiji English (basilectal FijiE),133,B
Bislama,133,X
Tok Pisin,133,X
Hawaiʼi Creole,133,D
Falkland Islands English,133,D
St. Helena English,133,D
Tristan da Cunha English,133,B
Philippine English,133,C
Cape Flats English,133,D
Orkney and Shetland English,134,D
Scottish English,134,D
Irish English,134,D
Manx English,134,C
Welsh English,134,C
English dialects in the North of England,134,D
English dialects in the Southwest of England,134,C
East Anglian English,134,A
English dialects in the Southeast of England,134,C
Channel Islands English,134,D
British Creole,134,D
Maltese English,134,D
Newfoundland English,134,C
Colloquial American English,134,B
Urban African American Vernacular English,134,D
Rural African American Vernacular English,134,C
Earlier African American Vernacular English,134,B
Ozark English,134,B
Appalachian English,134,B
Southeast American enclave dialects,134,B
Gullah,134,X
Chicano English,134,D
Bahamian English,134,B
Bahamian Creole,134,C
Barbadian Creole (Bajan),134,D
Jamaican English,134,D
Jamaican Creole,134,D
San Andrés Creole,134,D
Belizean Creole,134,D
Guyanese Creole (Creolese),134,D
Eastern Maroon Creole,134,X
Saramaccan,134,D
Sranan,134,D
Trinidadian Creole,134,D
Vincentian Creole,134,D
Krio (Sierra Leone Creole),134,D
Liberian Settler English,134,C
Vernacular Liberian English,134,D
Ghanaian English,134,D
Ghanaian Pidgin,134,X
Nigerian English,134,D
Nigerian Pidgin,134,D
Cameroon English,134,D
Cameroon Pidgin,134,X
Tanzanian English,134,X
Kenyan English,134,X
Ugandan English,134,D
White Zimbabwean English,134,D
Black South African English,134,D
Indian South African English,134,D
White South African English,134,D
Indian English,134,D
Pakistani English,134,D
Butler English,134,X
Sri Lankan English,134,D
Hong Kong English,134,D
Colloquial Singapore English (Singlish),134,D
Malaysian English,134,D
Australian English,134,?
Australian Vernacular English,134,X
Aboriginal English,134,D
Roper River Creole (Kriol),134,D
Torres Strait Creole,134,D
New Zealand English,134,D
Norfolk Island/ Pitcairn English,134,D
Palmerston English,134,?
Acrolectal Fiji English,134,X
Pure Fiji English (basilectal FijiE),134,D
Bislama,134,X
Tok Pisin,134,X
Hawaiʼi Creole,134,D
Falkland Islands English,134,C
St. Helena English,134,C
Tristan da Cunha English,134,D
Philippine English,134,X
Cape Flats English,134,D
Orkney and Shetland English,135,D
Scottish English,135,D
Irish English,135,D
Manx English,135,B
Welsh English,135,C
English dialects in the North of England,135,D
English dialects in the Southwest of England,135,C
East Anglian English,135,D
English dialects in the Southeast of England,135,D
Channel Islands English,135,D
British Creole,135,B
Maltese English,135,D
Newfoundland English,135,C
Colloquial American English,135,B
Urban African American Vernacular English,135,D
Rural African American Vernacular English,135,C
Earlier African American Vernacular English,135,C
Ozark English,135,?
Appalachian English,135,C
Southeast American enclave dialects,135,C
Gullah,135,B
Chicano English,135,D
Bahamian English,135,C
Bahamian Creole,135,D
Barbadian Creole (Bajan),135,D
Jamaican English,135,D
Jamaican Creole,135,B
San Andrés Creole,135,D
Belizean Creole,135,D
Guyanese Creole (Creolese),135,D
Eastern Maroon Creole,135,X
Saramaccan,135,D
Sranan,135,D
Trinidadian Creole,135,D
Vincentian Creole,135,D
Krio (Sierra Leone Creole),135,D
Liberian Settler English,135,D
Vernacular Liberian English,135,D
Ghanaian English,135,D
Ghanaian Pidgin,135,D
Nigerian English,135,D
Nigerian Pidgin,135,D
Cameroon English,135,D
Cameroon Pidgin,135,X
Tanzanian English,135,X
Kenyan English,135,X
Ugandan English,135,D
White Zimbabwean English,135,D
Black South African English,135,D
Indian South African English,135,D
White South African English,135,D
Indian English,135,D
Pakistani English,135,D
Butler English,135,X
Sri Lankan English,135,D
Hong Kong English,135,D
Colloquial Singapore English (Singlish),135,D
Malaysian English,135,D
Australian English,135,X
Australian Vernacular English,135,X
Aboriginal English,135,D
Roper River Creole (Kriol),135,D
Torres Strait Creole,135,D
New Zealand English,135,D
Norfolk Island/ Pitcairn English,135,D
Palmerston English,135,C
Acrolectal Fiji English,135,C
Pure Fiji English (basilectal FijiE),135,D
Bislama,135,X
Tok Pisin,135,X
Hawaiʼi Creole,135,D
Falkland Islands English,135,D
St. Helena English,135,D
Tristan da Cunha English,135,D
Philippine English,135,X
Cape Flats English,135,D
Orkney and Shetland English,136,B
Scottish English,136,D
Irish English,136,C
Manx English,136,D
Welsh English,136,B
English dialects in the North of England,136,C
English dialects in the Southwest of England,136,C
East Anglian English,136,D
English dialects in the Southeast of England,136,D
Channel Islands English,136,D
British Creole,136,D
Maltese English,136,D
Newfoundland English,136,?
Colloquial American English,136,D
Urban African American Vernacular English,136,D
Rural African American Vernacular English,136,C
Earlier African American Vernacular English,136,B
Ozark English,136,D
Appalachian English,136,D
Southeast American enclave dialects,136,C
Gullah,136,?
Chicano English,136,D
Bahamian English,136,C
Bahamian Creole,136,D
Barbadian Creole (Bajan),136,D
Jamaican English,136,D
Jamaican Creole,136,D
San Andrés Creole,136,D
Belizean Creole,136,D
Guyanese Creole (Creolese),136,D
Eastern Maroon Creole,136,X
Saramaccan,136,D
Sranan,136,D
Trinidadian Creole,136,D
Vincentian Creole,136,D
Krio (Sierra Leone Creole),136,D
Liberian Settler English,136,D
Vernacular Liberian English,136,D
Ghanaian English,136,D
Ghanaian Pidgin,136,X
Nigerian English,136,D
Nigerian Pidgin,136,D
Cameroon English,136,D
Cameroon Pidgin,136,X
Tanzanian English,136,X
Kenyan English,136,X
Ugandan English,136,D
White Zimbabwean English,136,D
Black South African English,136,C
Indian South African English,136,D
White South African English,136,D
Indian English,136,D
Pakistani English,136,D
Butler English,136,X
Sri Lankan English,136,D
Hong Kong English,136,D
Colloquial Singapore English (Singlish),136,D
Malaysian English,136,D
Australian English,136,?
Australian Vernacular English,136,X
Aboriginal English,136,D
Roper River Creole (Kriol),136,D
Torres Strait Creole,136,D
New Zealand English,136,?
Norfolk Island/ Pitcairn English,136,?
Palmerston English,136,?
Acrolectal Fiji English,136,D
Pure Fiji English (basilectal FijiE),136,D
Bislama,136,X
Tok Pisin,136,X
Hawaiʼi Creole,136,D
Falkland Islands English,136,D
St. Helena English,136,D
